"EIN","NAME","DBA","FISYR","STATE","ADDRESS","CITY","ZIP","STYEAR","ENDYEAR","TAXPREP","FORMTYPE","GROSSRECEIPTS","GROUPRETURN","GROUPEXEMPTNUM","FORMYEAR","DOMICILE","WEBSITE","URL","FORMORGASSOC","FORMORGCORP","FORMORGTRUST","FORMORGOTHER","FORMORGOTHERDESC","FORMORG","ACCTACCRUAL","ACCTCASH","ACCTOTHER","ACCTMETHOD","EXEMPT4947A1","EXEMPT501C","EXEMPT501CNUM","EXEMPT501C3","EXEMPT527","EXEMPTSTATUS","MISSION","DISCOPS","VOTINGMEMBERS","INDVOTINGMEMBERS","TOTEMPLOYEE","TOTVOLUNTEERS","TOTUBI","NETUBI","CONTRIBPRIOR","CONTRIBCURRENT","PSRPRIOR","PSRCURRENT","INVINCPRIOR","INVINCCURRENT","OTHERREVPRIOR","OTHERREVCURRENT","TOTALREVPRIOR","TOTALREVCURRENT","MEMBERDUES","GROSSSALESOTHER","SALESCOSTOTHER","NETSALESOTHER","GROSSINCGAMING","GROSSINCFNDEVENTS","GAMINGEXP","FNDEVENTSEXP","EXPGAMINGFNDEVENTS","GAMINGNET","FNDEVENTSNET","NETGAMINGFNDEVENTS","GROSSSALESINV","SALESCOSTINV","NETSALESINV","GRANTSPAIDPRIOR","GRANTSPAIDCURRENT","MEMBERBENPRIOR","MEMBERBENCURRENT","SALARIESPRIOR","SALARIESCURRENT","PROFUNDFEESPRIOR","PROFUNDFEESCURRENT","TOTFUNDEXP","FEESMGMT","FEESLEGAL","FEESACCT","FEESLOBBY","FEESPROFND","FEESINVMGMT","FEESOTHER","PROFEESINDEP","OCCUPANCY","OFFICEEXP","OTHEREXPPRIOR","OTHEREXPCURRENT","TOTALEXPPRIOR","TOTALEXPCURRENT","REVLESSEXPPRIOR","REVLESSEXPCURRENT","TOTALASSETSBEGYEAR","TOTALASSETSENDYEAR","TOTALLIABBEGYEAR","TOTALLIABENDYEAR","NETASSETSBEGYEAR","OTHERASSETSCHANGES","NETASSETSENDYEAR","CASHBEGYEAR","CASHENDYEAR","SAVINVBEGYEAR","SAVINVENDYEAR","CASHINVBEGYEAR","CASHINVENDYEAR","LANDBLDEQUIPCOST","LANDBLDEQUIPDEP","LANDBEGYEAR","LANDENDYEAR","OTHERASSETSBEGYEAR","OTHERASSETSENDYEAR","TOTALPROGSERVEXP","LOBBYING","FOREIGNREV","SCHEDOPARTVI","VMGOVERNING","IVMGOVERNING","OFFICERREL","MGMTDEL","CHANGESGOVDOCS","DIVASSETS","STOCKMEMBER","MEMBERCHOOSE","GOVBODYDECISION","GOVBODYDOCU","COMMITTEEDOCU","NOTREACH","COIPOLICY","COIDISCLOSE","COIMONITOR","WBPOLICY","FILINGSTATES","PUBLICWEBSELF","PUBLICWEBOTHER","PUBLICREQUEST","PUBLICOTHER","PUBLICSHARE","ORGBOOKNAME","ORGBOOKPHONE","ORGBOOKADDRESS","ORGBOOKCITY","ORGBOOKSTATE","ORGBOOKZIP","PLEDGEGRANTBEGYEAR","PLEDGEGRANTENDYEAR","ACCTRECBEGYEAR","ACCTRECENDYEAR","LOANSFROMOFFBEGYEAR","LOANSFROMOFFENDYEAR","LOANSDQPBEGYEAR","LOANSDQPENDYEAR","LOANSNOTESBEGYEAR","LOANSNOTESENDYEAR","INVENTORYBEGYEAR","INVENTORYENDYEAR","PREEXPBEGYEAR","PREEXPENDYEAR","INVESTPUBBEGYEAR","INVESTPUBENDYEAR","INVESTOTHBEGYEAR","INVESTOTHENDYEAR","INVESTPRGBEGYEAR","INVESTPRGENDYEAR","INTANASSETSBEGYEAR","INTANASSETSENDYEAR","TABALSHEETBEGYEAR","TABALSHEETENDYEAR","ACCTPAYBEGYEAR","ACCTPAYENDYEAR","GRANTSPAYBEGYEAR","GRANTSPAYENDYEAR","DEFREVBEGYEAR","DEFREVENDYEAR","BONDBEGYEAR","BONDENDYEAR","ESCROWBEGYEAR","ESCROWENDYEAR","LOANSTOOFFBEGYEAR","LOANSTOOFFENDYEAR","MORTGAGEBEGYEAR","MORTGAGEENDYEAR","UNSECNOTESBEGYEAR","UNSECNOTESENDYEAR","OTHERLIABBEGYEAR","OTHERLIABENDYEAR","TLBALSHEETBEGYEAR","TLBALSHEETENDYEAR","ORGSFAS117","ORGNOTSFAS117","URESTNABEGYEAR","URESTNAENDYEAR","TRESTNABEGYEAR","TRESTNAENDYEAR","PRESTNABEGYEAR","PRESTNAENDYEAR","STOCKBEGYEAR","STOCKENDYEAR","SURPLUSBEGYEAR","SURPLUSENDYEAR","EARNINGSBEGYEAR","EARNINGSENDYEAR","TOTNETASSETSBEGYEAR","TOTNETASSETSENDYEAR","TOTLIABNABEGYEAR","TOTLIABNAENDYEAR","SCHEDA","SCHEDB","SCHEDC","SCHEDD","SCHEDE","SCHEDF","SCHEDG","SCHEDH","SCHEDI","SCHEDJ","SCHEDK","SCHEDL","SCHEDM","SCHEDN","SCHEDO","SCHEDR","LOBPOFILING","LOBPOAFFIL","LOBLBFILING","LOBLBAFFIL","TOTLOBEXPFILING","TOTLOBEXPAFFIL","OTHEREXEMPTFILING","OTHEREXEMPTAFFIL","TOTEXEMPTFILING","TOTEXEMPTAFFIL","LOBNTFILING","LOBNTAFFIL","zip5","Fips","NteeFinal","LONGITUDE","LATITUDE","censusTract","block","NAICS","OrgType","lon","lat"
386051720,"TR UW WILLIAM GILBERT",NA,2013,"MI","PO BOX 3636","GRAND RAPIDS",495013636,"1/1/2013","12/31/2013",NA,"990",218985,"FALSE",NA,1947,"MI","N/A","https://s3.amazonaws.com/irs-form-990/201411259349300901_public.xml",NA,NA,"Trust",NA,NA,"Trust",NA,"Cash",NA,"Cash","4947a1",NA,NA,NA,NA,"4947a1","TRUST ASSETS ARE INVESTED TO PROVIDE INCOME TO BE DISTRIBUTED TO THE NAMED BENEFICIARY PURSUANT TO THE GOVERNING INSTRUMENT.",NA,1,0,0,NA,0,0,0,0,0,0,13962,18567,0,0,13962,18567,0,0,0,13004,0,0,0,0,0,0,0,0,0,0,0,13884,13693,13884,0,3600,3638,0,0,0,0,0,660,0,0,0,0,660,0,0,724,740,18208,18071,-4246,496,246420,246916,0,0,246420,NA,246916,1,1,13848,9902,13849,9903,0,0,0,0,0,0,13693,"FALSE","FALSE",NA,1,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,NA,"FALSE","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,5135343636,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232571,237013,0,0,0,0,0,0,246420,246916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"X",0,0,0,0,0,0,246421,246916,0,0,-1,0,246420,246916,246420,246916,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49501,26081,"E1120",-85.6291,42.9842,26081001101,2.61e+14,813219,"OT",-85.6608081,42.8468508
386051722,"TR UA GILBERT WM YMCA ETAL",NA,2013,"MI","PO BOX 3636","GRAND RAPIDS",495013636,"1/1/2013","12/31/2013",NA,"990",361415,"FALSE",NA,1947,"MI","N/A","https://s3.amazonaws.com/irs-form-990/201431199349301253_public.xml",NA,NA,"Trust",NA,NA,"Trust",NA,"Cash",NA,"Cash","4947a1",NA,NA,NA,NA,"4947a1","DISTRIBUTIONS ARE PAID TO NAMED CHARITIES PER TERMS OF THE GOVERNING DOCUMENT TO HELP DEFRAY EXPENSES OF THE CHARITY.",NA,1,0,0,NA,0,0,0,0,0,0,28527,32926,0,0,28527,32926,0,0,0,23287,0,0,0,0,0,0,0,0,0,0,0,38920,21643,38920,0,5311,5483,0,0,0,0,0,660,0,0,0,0,660,0,0,794,834,45025,27960,-16498,4966,406719,411685,0,0,406719,NA,411685,446,2,21814,16771,22260,16773,0,0,0,0,0,0,21643,"FALSE","FALSE",NA,1,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,NA,"FALSE","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6166535443,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384459,394912,0,0,0,0,0,0,406719,411685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"X",0,0,0,0,0,0,403886,409453,0,0,2833,2232,406719,411685,406719,411685,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49501,26081,"P1127",-85.6291,42.9842,26081001101,2.61e+14,813219,"OT",-85.6608081,42.8468508
386053178,"ST THOMAS EPISCOPAL CHURCH FATHER SIMMS",NA,2013,"MI","PO BOX 3636","GRAND RAPIDS",495013636,"1/1/2013","12/31/2013","KAYLA A LAURIN CPA","990EZ",12862,NA,NA,NA,"","N/A","https://s3.amazonaws.com/irs-form-990/201401339349201755_public.xml",NA,NA,"Trust",NA,NA,"Trust",NA,"Cash",NA,"Cash",NA,NA,NA,"501c3",NA,"501c3","TO PROVIDE RELIGIOUS GUIDANCE AND SERVICES TO THE COMMUNITY",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,12862,NA,0,NA,12862,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,11941,NA,0,NA,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,0,0,NA,270,NA,13452,NA,-590,349743,349153,0,0,349743,0,349153,NA,NA,NA,NA,25948,25358,NA,NA,0,0,323795,323795,11941,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49501,26081,"X1121",-85.5829,42.2916,26077000201,2.61e+14,813219,"PC",-85.6608081,42.8468508
386055411,"SCHOUTEN JOHN H MEMORIAL FUND",NA,2013,"MI","PO BOX 3636","GRAND RAPIDS",495013636,"10/1/2013","9/30/2014",NA,"990",353681,"FALSE",NA,1962,"MI","N/A","https://s3.amazonaws.com/irs-form-990/201423079349300617_public.xml",NA,NA,"Trust",NA,NA,"Trust",NA,"Cash",NA,"Cash","4947a1",NA,NA,NA,NA,"4947a1","TRUST ASSETS ARE INVESTED TO PROVIDE INCOME TO BE DISTRIBUTED TO THE CHARITIES NAMED IN THE GOVERNING DOCUMENT.",NA,1,0,0,NA,0,0,0,0,0,0,24036,24042,0,0,24036,24042,0,0,0,9688,0,0,0,0,0,0,0,0,0,0,0,34822,32906,34822,0,9441,9780,0,0,0,0,0,660,0,0,0,0,660,0,0,838,849,45101,43535,-21065,-19493,579601,560108,0,0,579601,NA,560108,-7557,-1713,239,3646,-7318,1933,0,0,0,0,0,0,32906,"FALSE","FALSE","X",1,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",NA,"FALSE","FALSE","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6168472243,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586919,558175,0,0,0,0,0,0,579601,560108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"X",0,0,0,0,0,0,601336,600529,0,0,-21735,-40421,579601,560108,579601,560108,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49501,26081,"B11",-85.6291,42.9842,26081001101,2.61e+14,813219,"OT",-85.6608081,42.8468508
386058893,"AMERICAN LEGION POST 258",NA,2013,"MI","401 NORTH PARK NE","GRAND RAPIDS",495252583,"1/1/2013","12/31/2013","LINDA C BEENEN","990EZ",43713,NA,925,NA,"","N/A","https://s3.amazonaws.com/irs-form-990/201443179349201434_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,"501c",19,NA,NA,"501c19","ASSISTANCE TO VETERANS, THEIR WIDOWS AND THEIR ORPHANS",NA,NA,NA,NA,NA,NA,NA,NA,8733,NA,468,NA,26605,NA,938,NA,38477,0,6108,5016,1092,692,0,NA,NA,41,NA,NA,651,169,179,-10,NA,9499,NA,0,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,3100,0,NA,14241,NA,28815,NA,9662,238880,245343,0,0,238880,0,245343,NA,NA,NA,NA,238601,244864,NA,NA,0,0,279,479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49525,26081,"W30",-85.6607,43.0225,26081000100,NA,813410,"OT",-85.6597901,43.0228347
386064374,"WEST MICHIGAN MECHANICAL CONTRACTORS ASSOCIATION",NA,2013,"MI","3221 THREE MILE ROAD NW","GRAND RAPIDS",495341223,"7/1/2013","6/30/2014","CAROLYN VAN ALLEN","990",460617,"0",NA,1960,"MI","WWW.WMMCA.ORG","https://s3.amazonaws.com/irs-form-990/201520689349300517_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,"501c",6,NA,NA,"501c6","TO PROMOTE THE MECHANICAL CONTRACTORS INDUSTRY.",NA,5,5,2,27,0,0,0,0,217923,231531,12519,28049,0,0,230442,259580,0,0,0,18290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74780,76729,0,0,0,0,0,7420,0,0,0,0,7420,12757,10947,136823,140239,211603,216968,18839,42612,525688,595843,6316,6530,519372,NA,589313,15511,26663,72588,77978,88099,104641,26492,12173,16017,14319,1000,1000,0,NA,"0","X",5,5,"0","0","0","0","1","1","0","1","1","0","1","1","1","1","",NA,"Another's Website","Upon Request",NA,",Another's Website,Upon Request,",NA,6167359658,NA,NA,NA,NA,0,0,19176,25270,0,0,0,0,0,0,0,24400,2309,0,399087,426213,0,0,0,0,0,0,525688,595843,6316,6530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6316,6530,"X",NA,519372,589313,0,0,0,0,0,0,0,0,0,0,519372,589313,525688,595843,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49534,26081,"S03",-85.7451,42.9937,26081000600,2.61e+14,813920,"OT",-85.7494768,43.0156217
386067247,"AMVETS POST 23",NA,2013,"MI","98 - 52ND STREET SE","GRAND RAPIDS",49548,"7/1/2013","6/30/2014","MICHELLE L DERIDDER","990",313502,"0",NA,1950,"MI","N/A","https://s3.amazonaws.com/irs-form-990/201540479349301409_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,NA,"MODIFIED CASH","MODIFIED CASH",NA,"501c",19,NA,NA,"501c19","THE ORGANIZATION IS A VETERANS ORGANIZATION, WHICH PROVIDES A CLUBROOM FACILITY WHICH IS LIMITED TO MEMBERS AND THEIR GUESTS, TO PROVIDE SOCIAL AND RECREATIONAL ACTIVITIES FOR MEMBERS.",NA,10,10,12,50,0,0,0,550,3100,3164,0,0,125320,108437,128420,112151,0,0,0,0,64314,16100,17523,5230,22753,46791,10870,57661,225950,178598,47352,0,0,0,0,0,0,0,0,0,0,0,1074,0,0,0,0,1074,34739,2779,127561,129239,127561,129239,859,-17088,298586,267090,181561,167153,117025,NA,99937,33388,12109,0,0,33388,12109,359611,113930,257698,245681,0,1800,1088,NA,"0","X",10,10,"0","0","0","0","1","1","0","1","0","0","0",NA,NA,"0","",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6165315438,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7500,7500,0,0,0,0,0,0,0,0,0,0,298586,267090,0,0,0,0,0,0,0,0,0,0,0,0,178791,164347,0,0,2770,2806,181561,167153,"X",NA,117025,99937,0,0,0,0,0,0,0,0,0,0,117025,99937,298586,267090,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49548,26081,"W30",-85.6615,42.8695,26081012901,2.61e+14,813410,"OT",-85.6621323,42.8688524
386069950,"JOSEPHINE VANTHOFF FBO CHR REF BOARD OF",NA,2013,"MI","PO BOX 3636","GRAND RAPIDS",495013636,"9/1/2013","8/31/2014",NA,"990",297793,"FALSE",NA,1963,"MI","N/A","https://s3.amazonaws.com/irs-form-990/201432739349300968_public.xml",NA,NA,"Trust",NA,NA,"Trust",NA,"Cash",NA,"Cash","4947a1",NA,NA,NA,NA,"4947a1","THIS TRUST IS OPERATED IN CONNECTION WITH ORGANIZATIONS DESCRIBED IN SECTIONS 509(a) (1) OR (a) (2). AS SUCH, ALL GRANTS AND ALLOCATIONS ARE AWARDED TO THESE ORGANTIZATIONS.",NA,1,0,0,NA,0,0,0,0,0,0,27000,35978,0,0,27000,35978,0,0,0,21656,0,0,0,0,0,0,0,0,0,0,0,8145,10355,8145,0,5840,6213,0,0,0,0,0,660,0,0,0,0,660,0,0,749,780,14734,17348,12266,18630,412651,431281,0,0,412651,NA,431281,1,1,18414,24468,18415,24469,0,0,0,0,0,0,10355,"FALSE","FALSE",NA,1,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,NA,"FALSE","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,8004000439,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394236,406812,0,0,0,0,0,0,412651,431281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"X",0,0,0,0,0,0,417545,435654,0,0,-4894,-4373,412651,431281,412651,431281,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49501,26081,"X1120",-85.6291,42.9842,26081001101,2.61e+14,813219,"OT",-85.6608081,42.8468508
386076879,"JOHN BALL ZOOLOGICAL SOCIETY",NA,2013,"MI","BOX 2506","GRAND RAPIDS",49501,"1/1/2013","12/31/2013","MITCHELL C BURGERS CPA","990",3930814,"0",NA,1950,"MI","WWW.JOHNBALLZOOSOCIETY.ORG","https://s3.amazonaws.com/irs-form-990/201401969349301120_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","TO ADVANCE PUBLIC EDUCATION ON THE NEED FOR WILDLIFE CONSERVATION AND PRESERVATION AND TO SUPPORT THE CAPTIVE PROPAGATION OF WILD AND ENDANGERED ANIMAL SPECIES, AND TO PROMOTE THE WELFARE OF THE JOHN BALL ZOOLOGICAL GARDEN AND ITS ADVANCEMENT AS A PUBLIC EDUCATION INSTITUTION, AS A SCIENTIFIC CENTER, AS A NATURAL SCIENCE AND WILDLIFE EXHIBIT AND CONSERVATION AGENCY, AND AS A CULTURAL AND RECREATIONAL ESTABLISHMENT, DEDICATED TO THE ENRICHMENT OF HUMAN AND NATURAL RESOURCES.",NA,25,25,161,541,75872,17732,1470615,1481280,785924,1098632,14467,9232,309639,324898,2580645,2914042,515973,0,0,0,0,59494,0,55659,55659,0,3835,3835,1282176,961113,321063,5606710,1180537,5606710,0,1073425,1177402,0,0,155444,0,13119,15750,14000,0,801,261068,304738,59669,258518,1016274,1087206,7696409,3445145,-5115764,-531103,9785179,8257882,2467411,1393128,7317768,NA,6864754,1060,2482,191047,102989,192107,105471,3403862,647417,258828,2756445,3002636,916200,2909479,"1","0","X",25,25,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI","Own Website","Another's Website","Upon Request",NA,"Own Website,Another's Website,Upon Request,",NA,6163364620,NA,NA,NA,NA,5282391,3405650,28844,206235,0,0,0,0,0,0,136554,169233,58271,68115,0,0,796381,603366,0,603366,29167,27167,9785179,8257882,246568,193963,0,0,320843,324165,0,0,0,0,0,0,0,0,1900000,875000,0,0,2467411,1393128,"X",NA,2611865,3073713,4451823,3536961,254080,254080,0,0,0,0,0,0,7317768,6864754,9785179,8257882,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,14000,0,14000,0,3431145,0,3445145,0,322257,0,49501,26081,"D1150",-85.6291,42.9842,26081001101,2.61e+14,813219,"PC",-85.6279115,43.0339187
386087670,"ASSOCIATED BUILDERS & CONTRACTORS INC",NA,2013,"MI","580 CASCADE WEST PARKWAY","GRAND RAPIDS",49546,"1/1/2013","12/31/2013","COREY E BALKON CPA","990",1187543,"0",1695,1956,"MI","WWW.ABCWMC.ORG","https://s3.amazonaws.com/irs-form-990/201432979349300223_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,"501c",6,NA,NA,"501c6","TO ENCOURAGE, DEVELOP AND PROTECT THE BUILDING AND CONSTRUCTION INDUSTRIES.",NA,17,17,7,20,2174,-84,15180,0,916594,951199,12472,14657,160180,221687,1104426,1187543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313794,389174,0,0,0,0,597,15300,0,0,0,31006,46903,48631,40957,599995,812096,913789,1201270,190637,-13727,1609619,1706978,552357,608300,1057262,NA,1098678,125267,527450,392147,257090,517414,784540,853164,462800,418764,390364,0,0,0,NA,"0","X",17,17,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6169429960,NA,NA,NA,NA,0,0,8080,933,0,0,0,0,0,0,0,0,196322,6248,457410,524893,0,0,0,0,11629,0,1609619,1706978,6428,31867,24800,12400,518591,561495,0,0,0,0,0,0,0,0,0,0,2538,2538,552357,608300,"X",NA,1057262,1098678,0,0,0,0,0,0,0,0,0,0,1057262,1098678,1609619,1706978,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49546,26081,"J20",-85.5696,42.9527,26081011804,2.61e+14,561310,"OT",-85.5696826,42.9537555
386088159,"INTERNATIONAL ASSOCIATION OF",NA,2013,"MI","1930 FULLER AVENUE NE","GRAND RAPIDS",49505,"1/1/2013","12/31/2013","JEFFREY D KRAAI","990",245614,"FALSE",NA,NA,"","N/A","https://s3.amazonaws.com/irs-form-990/201402099349300935_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,"Cash",NA,"Cash",NA,"501c",5,NA,NA,"501c5","UNION TO NEGOTIATE EMPLOYMENT CONTRACT WITH EMPLOYER AND SUPPORT THE WELFARE OF UNION MEMBERS",NA,14,0,7,NA,0,0,0,0,237940,225104,-3412,107,727,600,235255,225811,0,0,0,-1253,0,600,0,0,0,0,600,600,0,0,0,0,0,0,0,44693,44591,0,0,0,0,9617,1350,0,0,0,0,10967,0,0,150979,127966,195672,172557,39583,53254,303508,356097,1427,763,302081,NA,355334,58730,92677,114104,112320,172834,204997,7405,7259,244,146,0,0,90587,NA,"FALSE",NA,14,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,NA,"FALSE","",NA,NA,"Upon Request",NA,",,Upon Request,","TODD VANDERWALL",6165310344,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130430,150954,0,0,0,0,0,0,303508,356097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,763,1427,763,"X",NA,302081,355334,0,0,0,0,0,0,0,0,0,0,302081,355334,303508,356097,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49505,26081,"M24",-85.6398,42.9968,26081001101,2.61e+14,624230,"OT",-85.639263,42.9976123
386091390,"GRAND RAPIDS JUNIOR CHAMBER OF COMMERCE",NA,2013,"MI","2774 BIRTHCREST DR SE","GRAND RAPIDS",49506,"1/1/2013","12/31/2013",NA,"990EZ",94614,NA,NA,NA,"","WWW.GRJAYCEES.COM","https://s3.amazonaws.com/irs-form-990/201412279349200211_public.xml",NA,NA,NA,NA,NA,NA,NA,"Cash",NA,"Cash",NA,"501c",4,NA,NA,"501c4","TO PROVIDE LEADERSHIP OPPORTUNITIES AND FELLOWSHIP TO MEMBERS THROUGH COMMUNITY SERVICE.",NA,NA,NA,NA,NA,NA,NA,NA,80981,NA,8922,NA,0,NA,1675,NA,94614,3036,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2777,4979,0,NA,94061,NA,101817,NA,-7203,22216,24889,0,0,22216,0,24889,NA,NA,NA,NA,22216,24889,NA,NA,0,0,0,0,81338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49506,26081,"S41",-85.6122,42.913,26081004300,2.61e+14,813910,"OT",-85.6131796,42.91315
